farm_id,crop,area,yield,rainfall,temperature,fertilizer,pesticide,soil_type,irrigation,cost,revenue,profit,season,region
3086,Wheat,10.0,2,5000,45,200,100,Clay,yes,1000,100,-1000,Wet,Region2
3087,Rice,1.5,2,100,45,200,100,Clay,1,-500,2000,500,Wet,Region2
3088,Wheat,-5.0,2,100,100,200,100,Clay,0,-500,2000,-1000,Wet,Region2
3089,Maize,-5.0,-1,100,20,200,10,Sandy,yes,1000,2000,500,Dry,Region2
3090,Maize,-5.0,2,100,20,50,10,Clay,1,1000,100,-1000,Dry,Region1
3091,Rice,1.5,-1,5000,100,200,100,Clay,1,-500,2000,500,Dry,Region1
3092,Wheat,10.0,5,5000,20,50,100,Clay,yes,1000,2000,-1000,Dry,Region1
3093,Wheat,1.5,5,5000,45,200,10,Sandy,yes,-500,2000,-1000,Dry,Region1
3094,Wheat,10.0,2,10000,45,200,10,Clay,0,1000,2000,500,Wet,Region1
3095,Maize,10.0,5,100,100,200,100,Clay,yes,1000,100,-1000,Wet,Region2
3096,Rice,1.5,-1,5000,45,200,10,Clay,1,1000,2000,500,Wet,Region1
3097,Rice,-5.0,2,5000,100,50,100,Clay,0,-500,100,-1000,Dry,Region1
3098,Maize,10.0,5,5000,20,50,10,Sandy,yes,-500,100,500,Wet,Region2
3099,Maize,-5.0,2,5000,100,50,100,Sandy,1,1000,2000,-1000,Wet,Region2
3100,Wheat,10.0,-1,5000,20,50,10,Clay,1,-500,100,500,Dry,Region2
3101,Wheat,-5.0,5,100,100,50,10,Sandy,1,1000,100,-1000,Dry,Region1
3102,Maize,10.0,2,5000,45,50,10,Clay,0,1000,2000,-1000,Dry,Region1
3103,Wheat,-5.0,5,100,100,50,10,Clay,0,-500,2000,500,Wet,Region1
3104,Wheat,10.0,-1,5000,100,50,100,Sandy,yes,-500,100,500,Wet,Region2
3105,Wheat,10.0,5,100,100,50,10,Clay,yes,1000,100,500,Wet,Region2
3106,Rice,10.0,-1,5000,100,200,100,Clay,0,1000,100,-1000,Wet,Region1
3107,Wheat,10.0,-1,10000,20,200,10,Sandy,yes,-500,100,500,Wet,Region1
3108,Wheat,-5.0,5,10000,45,50,100,Sandy,yes,-500,100,500,Wet,Region1
3109,Rice,-5.0,5,10000,100,200,100,Clay,1,-500,2000,-1000,Dry,Region1
3110,Maize,1.5,-1,10000,100,200,10,Sandy,1,1000,2000,-1000,Dry,Region2
3111,Maize,10.0,-1,5000,45,50,100,Sandy,yes,1000,2000,-1000,Wet,Region2
3112,Rice,-5.0,5,100,45,50,10,Clay,yes,1000,2000,500,Wet,Region1
3113,Wheat,10.0,5,100,20,50,10,Sandy,1,-500,2000,-1000,Wet,Region2
3114,Maize,10.0,-1,100,45,50,10,Sandy,yes,1000,2000,500,Wet,Region1
3115,Maize,-5.0,2,100,45,50,10,Clay,1,-500,2000,500,Wet,Region1
3116,Rice,-5.0,2,5000,20,200,100,Sandy,0,-500,2000,-1000,Dry,Region1
3117,Maize,1.5,2,100,45,50,100,Sandy,1,-500,100,500,Dry,Region1
3118,Maize,-5.0,5,5000,45,200,10,Sandy,0,1000,100,-1000,Wet,Region2
3119,Rice,1.5,2,10000,100,50,10,Sandy,yes,-500,2000,-1000,Dry,Region2
3120,Wheat,1.5,-1,100,100,50,100,Sandy,0,-500,2000,500,Wet,Region2
3121,Rice,-5.0,5,5000,45,200,100,Sandy,1,1000,2000,500,Wet,Region1
3122,Wheat,1.5,2,10000,45,50,10,Clay,0,1000,2000,-1000,Dry,Region2
3123,Wheat,10.0,2,100,20,200,100,Sandy,yes,-500,100,500,Dry,Region1
3124,Rice,10.0,5,100,45,50,10,Sandy,0,1000,100,-1000,Wet,Region2
3125,Maize,1.5,2,5000,100,200,10,Clay,1,-500,2000,500,Dry,Region2
3126,Wheat,-5.0,5,10000,45,200,100,Clay,yes,1000,100,500,Dry,Region2
3127,Maize,-5.0,2,10000,45,200,100,Clay,1,1000,2000,-1000,Dry,Region2
3128,Rice,1.5,2,5000,20,50,10,Clay,1,-500,2000,-1000,Wet,Region2
3129,Rice,1.5,2,100,20,200,10,Clay,1,1000,2000,500,Wet,Region2
3130,Wheat,10.0,-1,100,20,200,100,Sandy,1,-500,100,500,Dry,Region2
3131,Maize,10.0,5,100,20,200,100,Sandy,yes,1000,100,-1000,Wet,Region2
3132,Rice,1.5,5,100,100,50,100,Clay,yes,-500,2000,500,Dry,Region1
3133,Maize,-5.0,2,5000,45,200,100,Clay,1,1000,100,500,Wet,Region2
3134,Maize,10.0,2,100,45,200,10,Clay,0,1000,100,-1000,Dry,Region1
3135,Maize,10.0,-1,100,45,50,10,Sandy,1,-500,100,500,Wet,Region1
3136,Wheat,1.5,5,5000,45,200,100,Sandy,0,1000,2000,-1000,Wet,Region1
3137,Wheat,1.5,2,100,20,200,100,Sandy,1,-500,100,-1000,Wet,Region2
3138,Rice,-5.0,-1,10000,45,50,100,Clay,0,1000,100,-1000,Dry,Region1
3139,Rice,1.5,5,100,45,50,100,Sandy,0,-500,100,-1000,Wet,Region2
3140,Wheat,1.5,5,100,20,200,100,Sandy,1,1000,2000,-1000,Wet,Region1
3141,Wheat,10.0,2,100,45,200,10,Sandy,yes,1000,2000,-1000,Wet,Region1
3142,Wheat,10.0,5,10000,20,50,100,Clay,1,1000,100,-1000,Dry,Region2
3143,Rice,-5.0,5,100,20,50,10,Sandy,1,1000,100,500,Dry,Region1
3144,Maize,-5.0,5,10000,20,200,10,Sandy,yes,-500,100,-1000,Dry,Region1
3145,Rice,1.5,5,10000,100,200,100,Clay,1,-500,2000,500,Dry,Region2
3146,Maize,-5.0,-1,100,20,50,10,Clay,yes,1000,100,500,Dry,Region1
3147,Maize,10.0,5,10000,20,200,100,Sandy,1,1000,2000,-1000,Dry,Region2
3148,Maize,1.5,2,10000,100,50,100,Clay,0,1000,100,500,Dry,Region2
3149,Wheat,10.0,-1,10000,100,200,100,Sandy,1,1000,100,-1000,Wet,Region1
3150,Rice,-5.0,2,100,20,200,10,Clay,yes,-500,2000,500,Dry,Region2
3151,Wheat,10.0,5,10000,20,200,10,Sandy,yes,-500,2000,-1000,Dry,Region2
3152,Maize,1.5,2,10000,20,200,100,Sandy,yes,-500,100,-1000,Wet,Region2
3153,Rice,-5.0,2,10000,100,50,100,Sandy,yes,-500,2000,-1000,Wet,Region1
3154,Rice,-5.0,5,100,100,50,10,Sandy,0,1000,2000,-1000,Dry,Region1
3155,Rice,-5.0,5,5000,20,200,100,Clay,yes,-500,2000,500,Wet,Region1
3156,Wheat,10.0,5,100,100,200,100,Clay,yes,-500,100,-1000,Dry,Region2
3157,Rice,-5.0,5,100,100,200,10,Clay,yes,-500,100,-1000,Wet,Region1
3158,Wheat,-5.0,5,100,100,200,100,Sandy,1,1000,2000,500,Wet,Region1
3159,Wheat,10.0,-1,5000,45,50,100,Clay,1,-500,100,-1000,Dry,Region1
3160,Wheat,1.5,5,5000,100,200,10,Clay,yes,-500,100,500,Wet,Region2
3161,Maize,10.0,-1,10000,45,200,100,Clay,1,1000,100,500,Wet,Region1
3162,Wheat,-5.0,-1,5000,20,200,10,Clay,0,-500,100,500,Wet,Region2
3163,Wheat,-5.0,5,10000,20,50,10,Sandy,yes,1000,100,500,Dry,Region1
3164,Wheat,-5.0,-1,100,100,50,10,Sandy,yes,1000,2000,500,Dry,Region2
3165,Wheat,-5.0,2,100,100,50,10,Clay,1,1000,2000,-1000,Wet,Region1
3166,Wheat,10.0,5,5000,45,50,10,Clay,yes,1000,100,-1000,Dry,Region1
3167,Maize,-5.0,-1,100,100,200,10,Sandy,0,1000,100,500,Wet,Region2
3168,Maize,-5.0,-1,100,45,50,100,Clay,1,-500,2000,-1000,Wet,Region2
3169,Wheat,10.0,5,10000,45,50,100,Clay,0,1000,2000,-1000,Dry,Region2
3170,Maize,-5.0,5,5000,45,200,100,Sandy,1,1000,2000,500,Dry,Region1
3171,Maize,-5.0,5,10000,20,200,100,Sandy,0,1000,100,-1000,Wet,Region2
3172,Wheat,1.5,5,100,45,50,100,Clay,yes,1000,100,-1000,Wet,Region1
3173,Wheat,1.5,5,100,20,200,100,Sandy,1,-500,100,500,Wet,Region2
3174,Wheat,10.0,2,10000,100,50,100,Clay,1,1000,100,-1000,Dry,Region2
3175,Wheat,-5.0,5,5000,20,200,10,Sandy,0,1000,100,-1000,Wet,Region2
3176,Rice,1.5,5,10000,20,200,10,Clay,0,-500,2000,500,Wet,Region1
3177,Rice,1.5,5,10000,100,200,10,Clay,yes,-500,2000,500,Dry,Region2
3178,Rice,10.0,2,10000,20,50,100,Sandy,yes,-500,2000,500,Dry,Region1
3179,Maize,-5.0,5,10000,45,50,100,Sandy,1,1000,2000,-1000,Wet,Region2
3180,Maize,-5.0,-1,100,45,200,100,Clay,1,1000,100,500,Wet,Region2
3181,Maize,-5.0,-1,5000,45,50,10,Clay,1,1000,2000,500,Dry,Region1
3182,Maize,-5.0,2,10000,20,200,10,Sandy,1,1000,100,500,Wet,Region2
3183,Maize,10.0,5,100,20,50,100,Clay,1,1000,2000,-1000,Wet,Region2
3184,Maize,-5.0,5,5000,20,50,10,Sandy,0,-500,2000,-1000,Dry,Region1
3185,Rice,-5.0,2,10000,100,50,10,Sandy,0,1000,100,-1000,Wet,Region1
3186,Rice,-5.0,5,10000,45,50,100,Sandy,yes,1000,100,500,Wet,Region1
3187,Wheat,10.0,2,5000,100,50,100,Clay,1,-500,100,500,Wet,Region2
3188,Wheat,-5.0,2,100,100,50,10,Clay,yes,1000,100,-1000,Dry,Region1
3189,Wheat,-5.0,-1,10000,100,50,10,Sandy,1,-500,100,-1000,Dry,Region2
3190,Maize,1.5,-1,5000,100,200,100,Sandy,yes,1000,2000,-1000,Wet,Region1
3191,Maize,1.5,5,5000,20,200,10,Clay,0,1000,2000,500,Wet,Region1
3192,Maize,-5.0,5,5000,20,200,100,Sandy,yes,-500,100,-1000,Dry,Region1
3193,Rice,10.0,2,5000,20,50,100,Sandy,1,1000,100,500,Wet,Region1
3194,Rice,10.0,-1,10000,20,200,10,Clay,1,-500,2000,500,Dry,Region1
3195,Maize,1.5,5,5000,100,200,100,Sandy,1,1000,100,-1000,Wet,Region2
3196,Wheat,1.5,2,10000,45,50,100,Clay,1,-500,100,-1000,Dry,Region1
3197,Rice,1.5,2,5000,100,50,100,Clay,1,-500,100,-1000,Wet,Region1
3198,Maize,10.0,-1,100,100,200,10,Clay,0,-500,100,-1000,Dry,Region1
3199,Maize,1.5,5,100,45,200,10,Sandy,1,1000,100,-1000,Dry,Region1
3200,Wheat,-5.0,5,100,45,200,10,Sandy,1,1000,100,-1000,Dry,Region1
3201,Rice,10.0,2,10000,100,50,10,Sandy,0,1000,100,500,Dry,Region2
3202,Wheat,1.5,5,5000,45,50,10,Sandy,yes,1000,2000,500,Wet,Region1
3203,Maize,1.5,2,5000,100,50,100,Sandy,yes,1000,100,500,Wet,Region2
3204,Wheat,1.5,2,10000,45,200,100,Clay,1,-500,2000,-1000,Wet,Region1
3205,Rice,1.5,2,10000,45,200,100,Clay,0,-500,100,500,Wet,Region1
3206,Rice,1.5,2,10000,45,50,10,Sandy,1,-500,100,500,Wet,Region2
3207,Wheat,1.5,-1,100,20,50,100,Sandy,1,1000,2000,-1000,Wet,Region2
3208,Rice,10.0,5,10000,100,50,100,Sandy,1,-500,100,500,Dry,Region2
3209,Maize,-5.0,-1,10000,45,50,100,Sandy,1,1000,2000,-1000,Dry,Region2
3210,Rice,-5.0,-1,100,20,50,100,Sandy,0,-500,100,-1000,Dry,Region1
3211,Wheat,10.0,5,100,20,50,100,Sandy,yes,1000,2000,-1000,Dry,Region2
3212,Maize,10.0,5,100,100,200,100,Clay,1,1000,2000,-1000,Dry,Region1
3213,Wheat,-5.0,5,10000,20,200,100,Clay,yes,1000,2000,500,Wet,Region2
3214,Wheat,1.5,2,5000,45,50,100,Clay,0,-500,2000,500,Wet,Region1
3215,Wheat,-5.0,2,100,100,50,100,Sandy,yes,1000,100,-1000,Wet,Region2
3216,Rice,-5.0,-1,100,100,200,10,Clay,0,1000,2000,-1000,Dry,Region1
3217,Maize,10.0,5,5000,45,50,100,Clay,0,-500,100,500,Wet,Region1
3218,Rice,10.0,-1,5000,100,200,100,Clay,yes,1000,100,500,Wet,Region1
3219,Rice,-5.0,-1,10000,20,50,10,Sandy,0,-500,100,500,Wet,Region2
3220,Maize,1.5,2,100,100,200,100,Clay,1,1000,100,-1000,Wet,Region2
3221,Wheat,1.5,-1,100,100,50,100,Sandy,yes,-500,100,500,Dry,Region2
3222,Maize,1.5,5,10000,100,200,100,Sandy,0,1000,2000,-1000,Dry,Region2
3223,Wheat,1.5,5,5000,100,50,100,Sandy,1,1000,2000,500,Dry,Region2
3224,Rice,1.5,5,10000,100,200,100,Clay,1,1000,100,500,Dry,Region2
3225,Wheat,-5.0,2,5000,20,50,100,Sandy,0,1000,100,-1000,Wet,Region1
3226,Rice,1.5,2,100,20,200,10,Sandy,1,-500,100,500,Wet,Region2
3227,Rice,-5.0,-1,100,100,50,10,Sandy,yes,-500,2000,500,Dry,Region2
3228,Wheat,-5.0,5,10000,45,50,100,Sandy,1,-500,100,500,Wet,Region2
3229,Rice,10.0,2,100,20,50,100,Clay,0,1000,2000,-1000,Dry,Region2
3230,Rice,-5.0,5,100,100,200,100,Sandy,yes,-500,2000,-1000,Dry,Region1
3231,Maize,10.0,2,100,45,200,100,Sandy,yes,1000,2000,500,Wet,Region1
3232,Maize,-5.0,5,10000,100,50,100,Sandy,0,1000,100,-1000,Dry,Region1
3233,Maize,10.0,2,5000,20,50,10,Sandy,0,-500,100,500,Dry,Region2
3234,Wheat,-5.0,-1,5000,100,50,10,Clay,0,-500,100,500,Dry,Region1
3235,Rice,1.5,5,10000,45,200,10,Clay,yes,1000,100,500,Dry,Region1
3236,Maize,-5.0,5,100,100,50,10,Sandy,0,-500,100,500,Wet,Region2
3237,Wheat,-5.0,2,100,45,200,10,Clay,yes,-500,100,-1000,Wet,Region2
3238,Maize,1.5,5,100,45,200,100,Clay,0,1000,100,500,Dry,Region1
3239,Maize,-5.0,5,5000,20,200,100,Clay,yes,1000,100,500,Dry,Region1
3240,Wheat,10.0,5,100,45,50,10,Clay,1,1000,100,-1000,Dry,Region2
3241,Maize,1.5,-1,100,20,200,100,Clay,1,-500,2000,-1000,Dry,Region1
3242,Maize,1.5,-1,100,100,200,10,Sandy,1,-500,2000,-1000,Dry,Region2
3243,Rice,1.5,-1,100,45,200,10,Clay,0,1000,2000,-1000,Dry,Region2
3244,Wheat,1.5,2,10000,100,200,10,Clay,1,-500,2000,500,Dry,Region2
3245,Maize,10.0,2,100,100,50,100,Sandy,yes,1000,2000,-1000,Wet,Region2
3246,Wheat,1.5,-1,100,45,50,100,Clay,1,-500,2000,-1000,Dry,Region1
3247,Rice,1.5,2,5000,100,200,100,Sandy,0,-500,100,500,Dry,Region1
3248,Wheat,-5.0,-1,100,45,200,100,Clay,1,-500,100,500,Wet,Region2
3249,Maize,1.5,5,10000,45,200,10,Clay,yes,1000,2000,500,Dry,Region2
3250,Rice,1.5,2,100,100,50,10,Sandy,1,1000,2000,-1000,Dry,Region1
3251,Wheat,-5.0,5,100,20,50,10,Clay,yes,1000,100,-1000,Wet,Region1
3252,Maize,1.5,5,5000,45,200,100,Clay,0,1000,2000,-1000,Dry,Region1
3253,Maize,1.5,5,5000,20,200,10,Clay,0,1000,2000,500,Wet,Region1
3254,Maize,1.5,5,100,20,50,10,Clay,0,-500,2000,-1000,Dry,Region1
3255,Maize,10.0,-1,10000,45,50,10,Clay,0,-500,100,-1000,Dry,Region1
3256,Wheat,-5.0,-1,100,45,50,100,Sandy,1,-500,100,-1000,Wet,Region2
3257,Wheat,10.0,2,100,45,50,10,Clay,1,1000,100,500,Wet,Region1
3258,Wheat,1.5,5,100,100,50,100,Sandy,1,1000,100,-1000,Wet,Region2
3259,Maize,-5.0,-1,100,45,200,10,Clay,0,-500,2000,-1000,Dry,Region1
3260,Wheat,1.5,5,100,20,50,10,Clay,1,-500,2000,500,Dry,Region1
3261,Rice,-5.0,5,10000,20,50,10,Sandy,0,1000,100,500,Wet,Region1
3262,Rice,-5.0,-1,100,20,50,10,Clay,1,1000,100,500,Dry,Region2
3263,Rice,-5.0,-1,10000,20,50,10,Sandy,1,-500,100,500,Wet,Region2
3264,Wheat,10.0,5,5000,100,200,10,Clay,0,1000,100,-1000,Wet,Region2
3265,Maize,10.0,5,5000,45,50,10,Sandy,0,-500,2000,500,Dry,Region2
3266,Maize,-5.0,5,100,100,200,10,Clay,yes,-500,100,500,Dry,Region1
3267,Wheat,10.0,5,5000,20,50,10,Clay,1,1000,100,500,Wet,Region1
3268,Wheat,-5.0,-1,100,20,200,100,Sandy,yes,-500,2000,500,Dry,Region2
3269,Rice,-5.0,-1,100,45,200,10,Clay,yes,1000,2000,500,Dry,Region1
3270,Wheat,-5.0,-1,100,100,200,100,Sandy,1,-500,2000,500,Dry,Region2
3271,Rice,10.0,2,5000,100,200,10,Sandy,yes,1000,2000,500,Wet,Region2
3272,Rice,1.5,5,10000,100,200,100,Sandy,0,1000,2000,500,Wet,Region1
3273,Wheat,-5.0,2,100,100,50,10,Clay,yes,1000,2000,500,Wet,Region2
3274,Wheat,-5.0,-1,5000,100,50,10,Clay,0,1000,2000,500,Wet,Region1
3275,Wheat,1.5,2,100,45,200,10,Clay,yes,1000,100,-1000,Dry,Region2
3276,Rice,-5.0,2,5000,20,50,100,Sandy,yes,-500,100,500,Wet,Region2
3277,Maize,-5.0,5,100,100,50,100,Sandy,yes,-500,100,-1000,Dry,Region1
3278,Wheat,10.0,-1,100,45,200,10,Sandy,yes,-500,2000,-1000,Dry,Region1
3279,Rice,-5.0,-1,10000,45,50,100,Sandy,yes,-500,100,500,Dry,Region2
3280,Maize,10.0,5,100,100,200,10,Sandy,0,1000,2000,-1000,Dry,Region2
3281,Rice,-5.0,-1,10000,100,50,10,Clay,0,1000,2000,500,Wet,Region1
3282,Rice,1.5,-1,100,20,200,100,Clay,1,1000,2000,500,Wet,Region2
3283,Rice,10.0,-1,5000,100,50,10,Sandy,0,-500,100,-1000,Dry,Region1
3284,Wheat,-5.0,-1,5000,45,200,10,Clay,yes,-500,2000,-1000,Wet,Region2
3285,Maize,-5.0,5,5000,45,200,10,Sandy,yes,-500,2000,-1000,Dry,Region1
3286,Rice,10.0,-1,5000,20,50,100,Clay,1,1000,2000,500,Dry,Region2
3287,Maize,1.5,-1,10000,100,200,10,Clay,yes,1000,100,-1000,Dry,Region1
3288,Wheat,1.5,5,100,20,50,100,Sandy,1,-500,2000,-1000,Dry,Region2
3289,Wheat,-5.0,-1,100,100,200,10,Clay,yes,1000,2000,500,Dry,Region1
3290,Maize,-5.0,2,10000,100,200,100,Clay,yes,-500,2000,-1000,Wet,Region1
3291,Maize,10.0,5,10000,45,50,10,Clay,0,-500,2000,500,Dry,Region2
3292,Maize,1.5,5,5000,45,50,100,Clay,0,1000,100,500,Wet,Region1
3293,Wheat,-5.0,-1,5000,45,200,10,Clay,1,-500,2000,500,Wet,Region2
3294,Maize,-5.0,5,5000,20,200,100,Clay,1,1000,100,-1000,Wet,Region2
3295,Rice,10.0,5,100,100,200,100,Clay,1,1000,100,-1000,Dry,Region2
3296,Maize,1.5,5,5000,100,50,10,Sandy,yes,1000,100,500,Dry,Region2
3297,Wheat,1.5,5,10000,20,50,10,Sandy,1,1000,2000,500,Wet,Region2
3298,Wheat,-5.0,5,10000,45,200,10,Sandy,1,1000,100,500,Dry,Region2
3299,Maize,1.5,2,5000,20,200,10,Sandy,1,-500,100,-1000,Wet,Region1
3300,Wheat,10.0,2,100,45,200,100,Clay,0,1000,100,-1000,Wet,Region1
3301,Rice,-5.0,2,10000,45,50,10,Clay,0,1000,2000,500,Wet,Region1
3302,Wheat,1.5,2,10000,100,50,10,Clay,0,-500,100,500,Dry,Region1
3303,Rice,-5.0,2,100,20,200,10,Clay,0,-500,2000,-1000,Wet,Region2
3304,Maize,1.5,5,10000,100,50,100,Clay,yes,1000,100,-1000,Dry,Region1
3305,Rice,1.5,2,5000,100,200,10,Clay,yes,1000,2000,500,Dry,Region2
3306,Rice,-5.0,5,10000,45,50,10,Sandy,yes,-500,100,500,Wet,Region1
3307,Maize,-5.0,5,10000,45,50,100,Clay,1,-500,2000,-1000,Wet,Region1
3308,Maize,10.0,2,5000,100,200,10,Sandy,yes,-500,100,-1000,Wet,Region2
3309,Wheat,1.5,5,10000,100,50,100,Sandy,yes,1000,100,-1000,Wet,Region1
3310,Maize,1.5,2,100,100,200,10,Clay,1,1000,2000,500,Wet,Region2
3311,Maize,-5.0,-1,5000,45,200,100,Clay,0,1000,2000,500,Wet,Region2
3312,Maize,-5.0,5,10000,45,50,100,Clay,yes,1000,2000,500,Wet,Region1
3313,Wheat,1.5,2,10000,20,50,100,Sandy,0,-500,2000,500,Dry,Region1
3314,Wheat,-5.0,-1,5000,45,200,100,Sandy,yes,1000,100,500,Wet,Region1
3315,Wheat,-5.0,-1,10000,45,50,10,Sandy,1,-500,2000,500,Wet,Region1
3316,Wheat,10.0,5,100,45,200,10,Sandy,yes,1000,2000,-1000,Wet,Region1
3317,Maize,10.0,5,100,20,200,100,Sandy,yes,1000,2000,500,Dry,Region2
3318,Maize,-5.0,5,5000,100,50,10,Sandy,1,1000,100,-1000,Wet,Region2
3319,Wheat,1.5,5,5000,45,200,100,Clay,0,1000,2000,-1000,Wet,Region1
3320,Wheat,10.0,5,100,100,200,10,Clay,1,-500,100,500,Wet,Region2
3321,Maize,10.0,2,10000,20,200,100,Clay,yes,-500,2000,-1000,Dry,Region2
3322,Wheat,-5.0,5,100,100,200,100,Sandy,0,1000,100,500,Dry,Region2
3323,Wheat,-5.0,5,100,45,200,100,Clay,0,1000,100,500,Wet,Region1
3324,Wheat,1.5,5,5000,45,50,10,Clay,1,-500,100,500,Wet,Region1
3325,Wheat,-5.0,-1,5000,100,50,100,Clay,yes,-500,2000,-1000,Dry,Region2
3326,Maize,1.5,2,5000,20,50,100,Clay,0,1000,2000,500,Dry,Region1
3327,Maize,1.5,5,100,100,200,10,Clay,0,1000,100,-1000,Wet,Region2
3328,Rice,1.5,5,10000,45,50,10,Sandy,1,-500,100,500,Dry,Region2
3329,Wheat,-5.0,5,100,100,50,100,Sandy,yes,-500,2000,500,Dry,Region1
3330,Rice,10.0,2,10000,45,200,100,Clay,1,1000,2000,500,Wet,Region2
3331,Rice,-5.0,-1,100,100,200,100,Clay,yes,-500,2000,500,Wet,Region2
3332,Wheat,10.0,-1,5000,20,50,10,Clay,0,1000,100,500,Wet,Region2
3333,Rice,10.0,-1,5000,45,200,100,Sandy,yes,-500,100,500,Dry,Region2
3334,Wheat,-5.0,2,10000,100,50,100,Clay,yes,1000,2000,-1000,Dry,Region1
3335,Wheat,10.0,5,5000,100,200,10,Sandy,0,1000,100,-1000,Dry,Region1
3336,Rice,10.0,-1,5000,45,50,10,Clay,0,-500,100,-1000,Wet,Region1
3337,Rice,-5.0,2,100,100,50,10,Sandy,0,1000,2000,500,Dry,Region1
3338,Maize,-5.0,2,10000,45,200,100,Clay,yes,1000,2000,-1000,Wet,Region1
3339,Rice,-5.0,-1,10000,100,50,100,Clay,0,1000,2000,-1000,Dry,Region1
3340,Rice,-5.0,2,10000,20,200,100,Clay,yes,1000,2000,500,Dry,Region2
3341,Wheat,-5.0,5,5000,100,50,10,Clay,yes,-500,100,500,Wet,Region1
3342,Rice,-5.0,2,10000,100,200,10,Sandy,yes,1000,2000,-1000,Dry,Region2
3343,Rice,-5.0,-1,10000,100,50,10,Clay,yes,1000,100,500,Wet,Region1
3344,Maize,-5.0,-1,5000,20,200,10,Sandy,yes,1000,2000,-1000,Wet,Region2
3345,Rice,10.0,2,100,100,200,10,Clay,0,1000,2000,-1000,Dry,Region2
3346,Rice,-5.0,2,10000,100,200,10,Sandy,0,1000,2000,-1000,Dry,Region1
3347,Maize,-5.0,5,100,100,200,100,Clay,1,-500,2000,500,Wet,Region2
3348,Maize,10.0,2,10000,20,200,100,Sandy,0,-500,2000,-1000,Dry,Region2
3349,Rice,10.0,-1,10000,20,50,100,Clay,0,1000,100,-1000,Dry,Region2
3350,Wheat,10.0,5,100,100,200,100,Clay,0,1000,100,500,Dry,Region2
3351,Rice,1.5,-1,100,45,200,100,Sandy,0,1000,100,-1000,Dry,Region1
3352,Maize,-5.0,5,100,45,200,100,Clay,0,1000,2000,500,Wet,Region2
3353,Rice,-5.0,2,5000,45,200,10,Clay,yes,1000,2000,-1000,Dry,Region1
3354,Rice,10.0,5,10000,20,50,10,Sandy,yes,-500,2000,-1000,Dry,Region1
3355,Wheat,10.0,-1,100,20,200,100,Clay,yes,1000,2000,500,Wet,Region2
3356,Maize,-5.0,-1,10000,20,200,100,Clay,0,1000,2000,-1000,Wet,Region1
3357,Wheat,1.5,5,100,20,50,100,Clay,yes,-500,100,500,Dry,Region1
3358,Maize,1.5,-1,5000,100,200,10,Clay,1,1000,2000,500,Wet,Region2
3359,Wheat,1.5,5,100,100,200,10,Sandy,0,-500,100,-1000,Wet,Region1
3360,Wheat,1.5,5,5000,45,50,100,Sandy,yes,-500,2000,-1000,Wet,Region1
3361,Rice,-5.0,2,5000,100,200,100,Sandy,yes,1000,2000,-1000,Wet,Region2
3362,Wheat,1.5,2,10000,100,50,100,Sandy,yes,1000,100,-1000,Wet,Region2
3363,Rice,10.0,2,10000,20,200,100,Clay,1,-500,2000,500,Wet,Region1
3364,Maize,10.0,5,100,20,200,10,Clay,0,1000,100,-1000,Dry,Region2
3365,Wheat,10.0,-1,100,20,50,10,Sandy,1,-500,2000,-1000,Dry,Region1
3366,Rice,1.5,-1,10000,20,200,10,Sandy,1,-500,100,-1000,Dry,Region1
3367,Rice,10.0,2,10000,45,50,100,Clay,0,1000,100,500,Wet,Region2
3368,Wheat,-5.0,5,5000,45,200,100,Clay,1,-500,2000,-1000,Wet,Region1
3369,Wheat,1.5,5,100,45,200,100,Sandy,1,-500,100,-1000,Dry,Region2
3370,Wheat,1.5,5,100,20,200,10,Sandy,1,1000,2000,500,Dry,Region2
3371,Wheat,-5.0,2,5000,20,50,10,Sandy,1,-500,2000,-1000,Dry,Region2
3372,Wheat,-5.0,5,100,20,200,100,Sandy,0,-500,2000,500,Dry,Region2
3373,Wheat,10.0,-1,5000,45,200,100,Clay,yes,-500,2000,-1000,Dry,Region1
3374,Maize,10.0,-1,100,45,200,100,Sandy,1,-500,100,500,Dry,Region2
3375,Wheat,-5.0,2,100,100,200,100,Clay,0,-500,2000,-1000,Dry,Region2
3376,Rice,10.0,2,100,20,200,100,Clay,1,-500,100,-1000,Dry,Region1
3377,Maize,-5.0,2,5000,20,50,100,Sandy,0,1000,100,500,Dry,Region2
3378,Rice,10.0,5,10000,20,50,100,Sandy,yes,-500,2000,-1000,Dry,Region2
3379,Maize,1.5,-1,10000,45,50,100,Clay,0,1000,100,500,Wet,Region1
3380,Maize,1.5,5,10000,45,200,100,Sandy,1,-500,2000,500,Wet,Region2
3381,Maize,1.5,-1,10000,20,200,100,Clay,0,1000,2000,500,Dry,Region1
3382,Wheat,10.0,-1,10000,45,50,100,Clay,1,1000,2000,500,Dry,Region1
3383,Maize,1.5,2,10000,100,50,10,Sandy,1,-500,100,-1000,Wet,Region1
3384,Maize,-5.0,2,100,20,50,100,Clay,1,-500,2000,500,Wet,Region2
3385,Wheat,10.0,2,100,100,200,100,Clay,yes,-500,100,500,Dry,Region2
3386,Wheat,10.0,-1,10000,45,200,10,Sandy,yes,1000,2000,500,Dry,Region2
3387,Wheat,-5.0,5,5000,100,50,10,Sandy,yes,1000,2000,500,Dry,Region2
3388,Rice,10.0,2,100,20,50,10,Clay,1,-500,100,500,Dry,Region2
